hour,3crvBalance,lusdBalance,3crvPerLusd
2021-12-12T14:00:00+00:00,56567559.011387509991558047000000000000000000,41514577.616416749153779291000000000000000000,136.259507525419525027119408259675595142
2021-12-12T16:00:00+00:00,56685423.438040326881138347000000000000000000,41396023.222363908275779291000000000000000000,136.934466225288105589299559191309440653
2021-12-12T17:00:00+00:00,57007745.125111487412138347000000000000000000,41068624.205396052151779291000000000000000000,138.810944432906463075919991131315174299
2021-12-12T18:00:00+00:00,57474727.685346714835447947000000000000000000,40594383.901558044340779291000000000000000000,141.582953505893187458477977817399475145
2021-12-12T19:00:00+00:00,54496402.538626151463301347000000000000000000,43622258.901558044340779291000000000000000000,124.927970056772365577293288551601695384
2021-12-12T20:00:00+00:00,54005147.425100376146301347000000000000000000,44122246.518744350880779291000000000000000000,122.398906869253576126252298120443351769
2021-12-12T21:00:00+00:00,54579742.617861016406301347000000000000000000,43537915.611466289497779291000000000000000000,125.361404769425192272999304923746335384
2021-12-12T22:00:00+00:00,54581229.057118712716724647000000000000000000,43537915.611466289497779291000000000000000000,125.364818895335493860479542786713256039
2021-12-13T01:00:00+00:00,54678721.061336633866724647000000000000000000,43438786.356859307027779291000000000000000000,125.875342400542131304741240512976966551
2021-12-13T04:00:00+00:00,54677908.305294195755983947000000000000000000,43438786.356859307027779291000000000000000000,125.873471362903645876557837839848826790
2021-12-13T05:00:00+00:00,54539632.393854841745983947000000000000000000,43438786.356859307027779291000000000000000000,125.555147756200211316917313253732447577
2021-12-13T08:00:00+00:00,58654057.913467317286983947000000000000000000,39259882.488905106717779291000000000000000000,149.399473954215297222051690685206087137
2021-12-13T09:00:00+00:00,58506688.515567152012983947000000000000000000,39409558.227462590899779291000000000000000000,148.458118149613527938622246009207482066
2021-12-13T10:00:00+00:00,58788884.464919036365983947000000000000000000,39123265.107694959194779291000000000000000000,150.265792752957484956776400304597577017
2021-12-13T11:00:00+00:00,58712189.844855884581983947000000000000000000,39201153.107694959194779291000000000000000000,149.771588819235579927293379004303346561
2021-12-13T12:00:00+00:00,58698557.533699398414108147000000000000000000,39215019.617082069900647991000000000000000000,149.683866301396151138252073714554652922
2021-12-13T13:00:00+00:00,58698608.345039955730716147000000000000000000,39215019.617082069900647991000000000000000000,149.683995872517250828276256942789434600
